Date,Close_Splits,Volume_Splits,Open_Splits,High_Splits,Low_Splits,Open_NoSplits,High_NoSplits,Low_NoSplits,Close_NoSplits,Volume_NoSplits,Daily_Return,Price_Range,Price_Change,Profit
2020-01-30, $323.87,31685810, $320.544, $324.09, $318.75,77.33969324731856,78.19623208684209,76.90780110255082,78.14315032958984,126743200,-0.1449024991318381,1.2884309842912671,0.8034570822712794,True
2020-01-29, $324.34,54149930, $324.45, $327.85, $321.38,78.28309057876027,79.1034389225781,77.54236118317645,78.25654602050781,216229200,2.093225029678192,1.5610777394016535,-0.0265445582524535,False
2020-01-28, $317.69,40558490, $312.6, $318.4, $312.19,75.42393505290065,76.82335250031947,75.32500962430629,76.65204620361328,162234000,2.8289025640143795,1.498342876013183,1.2281111507126354,True
2020-01-27, $308.95,40485010, $310.06, $311.77, $304.88,74.81110584028455,75.22369163896585,73.56128005375581,74.54328918457031,161940000,-2.940512068389689,1.6624115852100374,-0.2678166557142418,False
2020-01-24, $318.31,36634380, $320.25, $323.33, $317.5188,77.26973366124079,78.01287102929439,76.61103819892749,76.80165100097656,146537600,-0.2881541798699816,1.4018328303668994,-0.4680826602642298,False
2020-01-23, $319.23,26117990, $317.92, $319.56, $315.65,76.70752240640822,77.10321665071739,76.15981365357148,77.02359771728516,104472000,0.4815644634408977,0.9434029971459096,0.3160753108769398,True
2020-01-22, $317.7,25458120, $318.58, $319.99, $317.31,76.86677674803076,77.20698153576836,76.56035460570881,76.65445709228516,101832400,0.35693887780055,0.6466269300595542,-0.2123196557456026,False
2020-01-21, $316.57,27710810, $317.19, $319.02, $316,76.53141272712692,76.97295078497612,76.2442896548719,76.38182067871094,110843200,-0.6776901351888132,0.7286611301042143,-0.1495920484159825,False
2020-01-17, $318.73,34454120, $316.27, $318.74, $315,76.30943200280402,76.90539240608445,76.00300982033474,76.90298461914062,137816400,1.1071116726039776,0.902382585749706,0.5935526163366092,True
2020-01-16, $315.24,27207250, $313.59, $315.7, $312.09,75.66279597280943,76.17189926714461,75.3008769215495,76.06090545654297,108829200,1.2526151161457388,0.871022345595108,0.3981094837335348,True
2020-01-15, $311.34,30480880, $311.85, $315.5, $309.55,75.2429965849295,76.12366508873906,74.68804944207676,75.11994171142578,121923600,-0.4285081226726772,1.4356156466622991,-0.1230548735037189,False
2020-01-14, $312.68,40653460, $316.7, $317.57, $312.17,76.41316970238127,76.62308154945259,75.32017458987174,75.44322204589844,161954400,-1.350339440434567,1.3029069595808522,-0.9699476564828302,False
2020-01-13, $316.96,30521720, $311.64, $317.07, $311.15,75.1923057311866,76.50245093143005,75.07407383392189,76.47590637207031,121532000,2.136440186114452,1.4283770975081609,1.2836006408837193,True
2020-01-10, $310.33,35217270, $310.6, $312.67, $308.25,74.94137084294664,75.44082088635776,74.3743628731269,74.876220703125,140644800,0.2260611680507951,1.0664580132308572,-0.0651501398216396,False
2020-01-09, $309.63,42621540, $307.235, $310.43, $306.2,74.13067516689924,74.90035698659045,73.87974991049977,74.70733642578125,170108400,2.1240931987008382,1.020607076090684,0.5766612588820124,True
2020-01-08, $303.19,33090950, $297.16, $304.4399, $297.156,71.6985739444987,73.45508735263148,71.6985739444987,73.15348815917969,132079200,1.6086238916132256,1.7565134081327756,1.4549142146809828,True
2020-01-07, $298.39,27877660, $299.84, $300.9, $297.48,72.34520436217124,72.60095990158051,71.77578859164102,71.99535369873047,108872000,-0.4703218496204142,0.825171309939492,-0.3498506634407761,False
2020-01-06, $299.8,29644640, $293.79, $299.96, $292.75,70.88547942287144,72.37416924858576,70.63454677653742,72.33556365966797,118387200,0.7968241426733025,1.7396224720483389,1.4500842367965276,True
2020-01-03, $297.43,36633880, $297.15, $300.58, $296.5,71.69617497011174,72.52376157647284,71.5393448267866,71.76373291015625,146322800,-0.9721894687194644,0.9844167496862326,0.0675579400445087,True
2020-01-02, $300.35,33911860, $296.24, $300.6, $295.19,71.4765996590847,72.52858156247073,71.22325926076245,72.46826171875,135480400,2.2816134172471303,1.3053223017082871,0.991662059665302,True
2019-12-31, $293.65,25247630, $289.93, $293.68, $289.52,69.95414009700069,70.85893791713207,69.85521465174138,70.85169982910156,100805600,0.7307056017653357,1.0037232653906898,0.8975597321008735,True
2019-12-30, $291.52,36059610, $289.46, $292.69, $285.22,69.8407032741633,70.62003805453982,68.81768141074184,70.33773803710938,144114400,0.5934806167345208,1.802356643797978,0.4970347629460718,True
2019-12-27, $289.8,36592940, $291.12, $293.97, $288.12,70.24125055231326,70.92889824450315,69.51741242648437,69.92276000976562,146266000,-0.0379673785940948,1.4114858180187753,-0.3184905425476358,False
2019-12-26, $289.91,23334000, $284.82, $289.98, $284.7,68.72120656096197,69.96620925880787,68.6922542085201,69.9493179321289,93121200,1.9840534458728245,1.2739550502877677,1.228111371166932,True
2019-12-24, $284.27,12119710, $284.69, $284.89, $282.9197,68.68982629575491,68.73808511636746,68.26276445005648,68.58848571777344,48478800,0.0950510121201508,0.4753206663109779,-0.1013405779814746,False
2019-12-23, $284,24677880, $280.53, $284.25, $280.3735,67.68611371554155,68.58367343016074,67.64750812570958,68.52335357666016,98572000,1.6318478916933945,0.9361653044511656,0.8372398611186043,True
2019-12-20, $279.44,69032740, $282.23, $282.65, $278.56,68.09628249807736,68.19761571489019,67.21078392805164,67.42311096191406,275978000,-0.2071226149619742,0.9868317868385504,-0.6731715361632951,False
2019-12-19, $280.02,24626950, $279.5, $281.18, $278.95,67.43758668961861,67.84293428071314,67.30488597596364,67.56304931640625,98369200,0.1001043544942126,0.5380483047494948,0.1254626267876375,True
2019-12-18, $279.74,29024690, $279.8, $281.9, $279.12,67.50995957045932,68.0166476810069,67.34589137870454,67.4954833984375,116028400,-0.2389614115265947,0.6707563023023653,-0.0144761720218156,False
2019-12-17, $280.41,28575800, $279.57, $281.77, $278.8,67.45448408416172,67.98529434981573,67.26869423240927,67.65715789794922,114158400,0.1965524679051533,0.7166001174064576,0.2026738137874986,True
2019-12-16, $279.86,32081110, $277, $280.79, $276.98,66.83438152775894,67.74883234755957,66.82955859141919,67.5244369506836,128186000,1.7117749805179772,0.9192737561403844,0.690055422924658,True
2019-12-13, $275.15,33432810, $271.46, $275.3, $270.93,65.49770182904206,66.4242138126888,65.36982404554227,66.38802337646484,133587600,1.359326371819214,1.0543897671465317,0.8903215474227864,True
2019-12-12, $271.46,34437040, $267.78, $272.5599, $267.321,64.60978960566402,65.76310470333209,64.49880315683109,65.49769592285156,137310400,0.2548261475146862,1.2643015465010023,0.887906317187543,True
2019-12-11, $270.77,19723390, $268.81, $271.1, $268.5,64.85830938290775,65.41084122340847,64.78351336435996,65.33121490478516,78756800,0.8529240434858254,0.6273278590485063,0.4729055218774078,True
2019-12-10, $268.48,22632380, $268.6, $270.07, $265.86,64.80765413470544,65.16233517909905,64.1465435122952,64.77870178222656,90420400,0.5844928556916651,1.0157916668038496,-0.0289523524788819,False
2019-12-09, $266.92,32182650, $270, $270.8, $264.91,65.14541210218792,65.33843260014966,63.91730132800084,64.40227508544922,128042400,-1.400038195602371,1.4211312721488198,-0.7431370167387001,False
2019-12-06, $270.71,26547490, $267.48, $271, $267.3,64.53740668374826,65.38670739096737,64.49397080231735,65.31673431396484,106075600,1.9315717904698548,0.892736588650024,0.779327630216585,True
2019-12-05, $265.58,18661340, $263.79, $265.89, $262.73,63.64711740381334,64.15380579491827,63.39136173879889,64.0790023803711,74424400,1.4671668488066114,0.7624440561193779,0.4318849765577539,True
2019-12-04, $261.74,16810390, $261.07, $263.31, $260.68,62.99079753107585,63.53126088330564,62.89669505639606,63.15245056152344,67181600,0.8825974089285982,0.6345658269095793,0.1616530304475887,True
2019-12-03, $259.45,29377270, $258.31, $259.53, $256.29,62.32488301011455,62.61924418107647,61.8375012589291,62.599945068359375,114430400,-1.7829792995039284,0.781742922147366,0.2750620582448277,True
2019-12-02, $264.16,23693550, $267.27, $268.25, $263.45,64.48672622239427,64.72318262516326,63.5650447443697,63.7363510131836,94487200,-1.1562190745325274,1.1581378807935607,-0.7503752092106666,False
2019-11-29, $267.25,11654360, $266.6, $268, $265.9,64.32507297913462,64.66286257965973,64.15617449724154,64.48190307617188,46617600,-0.2202957298990226,0.5066880824181936,0.1568300970372576,True
2019-11-27, $267.84,16386120, $265.58, $267.98, $265.31,64.0789738287976,64.65805022533677,64.01383104765496,64.624267578125,65235600,1.3431954655599876,0.6442191776818049,0.5452937493273993,True
2019-11-26, $264.29,26334880, $266.94, $267.16, $262.5,64.407131169223,64.46021293797112,63.33584991868023,63.76774215698242,105207600,-0.780839803878064,1.1243630192908896,-0.639389012240585,False
2019-11-25, $266.37,21029520, $262.71, $266.44, $262.52,63.38650127732471,64.28647597885696,63.34065760793023,64.26958465576172,84020400,1.7533547942080618,0.9458183709267232,0.8830833784370071,True
2019-11-22, $261.78,16331260, $262.59, $263.18, $260.84,63.3575641963564,63.4999181754677,62.93532519681373,63.16212844848633,65325200,-0.0877859870803465,0.5645929786539696,-0.1954357478700714,False
2019-11-21, $262.01,30348780, $263.69, $264.005, $261.18,63.62297233217371,63.70018351555707,63.01735861761003,63.21762466430664,121395200,-0.4483276708677097,0.682824897947043,-0.4053476678670691,False
2019-11-20, $263.19,26609920, $265.54, $266.083, $260.4,64.06933118896113,64.1996167578222,62.82915159180207,63.502323150634766,106234400,-1.1641570923651146,1.370465166020125,-0.5670080383263638,False
2019-11-19, $266.29,19069600, $267.9, $268, $265.3926,64.63875387055919,64.66288328473601,64.033147545322,64.25029754638672,76167200,-0.3032308756131918,0.6297357394140164,-0.3884563241724663,False
2019-11-18, $267.1,21700900, $265.8, $267.43, $264.23,64.1320492800849,64.5253358048109,63.7532462907842,64.44571685791016,86703200,0.5041969014068837,0.7720895140266961,0.3136675778252566,True
2019-11-15, $265.76,25093670, $263.68, $265.78, $263.01,63.62054837598867,64.12723657232394,63.45889530662177,64.1224136352539,100206400,1.1879449541339682,0.6683412657021677,0.5018652592652373,True
2019-11-14, $262.64,22395560, $263.75, $264.88, $262.1,63.63743402929962,63.91008089634329,63.23932454025214,63.3696174621582,89182800,-0.6919535264623411,0.6707563560911467,-0.2678165671414163,False
2019-11-13, $264.47,25817590, $261.13, $264.78, $261.07,63.005288756272336,63.88595706365368,62.99081258182594,63.811161041259766,102734400,0.9581654365045988,0.8951444818277352,0.80587228498743,True
2019-11-12, $261.96,21847230, $261.55, $262.79, $260.92,63.10662189866164,63.4058133511267,62.954622067164166,63.20554733276367,87388800,-0.0915332635678667,0.4511912839625367,0.0989254341020284,True
2019-11-11, $262.2,20507460, $258.3, $262.47, $258.28,62.32245899356224,63.32859721707962,62.31763605688488,63.26345443725586,81821200,0.7918820165991658,1.0109611601947393,0.940995443693616,True
2019-11-08, $260.14,17520500, $258.69, $260.44, $256.85,62.41656042739546,62.8387993222777,61.97260727293929,62.76641845703125,69986400,0.2736863236246112,0.8661920493384088,0.34985802963579,True
2019-11-07, $259.43,23735080, $258.74, $260.35, $258.11,62.428620865759896,62.81708447430913,62.2766136869042,62.5951042175293,94940400,1.1541197899383349,0.5404707874049279,0.1664833517694006,True
2019-11-06, $257.24,18966120, $256.77, $257.49, $255.365,61.76786206100636,61.94106351751216,61.43108349036237,61.88092422485352,75864400,0.0427819662756956,0.5099800271497941,0.1130621638471609,True
2019-11-05, $257.13,19974430, $257.05, $258.19, $256.32,61.83521298667724,62.1094516637506,61.65961096409468,61.85446166992188,79897600,-0.1436866905922706,0.4498406996559154,0.0192486832446405,True
2019-11-04, $257.5,25817950, $257.33, $257.845, $255.38,61.902568240845305,62.027662657351385,61.43348620261237,61.94346618652344,103272000,0.6567065664519811,0.5941764547390136,0.0408979456781324,True
2019-11-01, $255.82,37781330, $249.54, $255.93, $249.16,60.02863102849158,61.56579110685089,59.937221805325485,61.53933334350586,151125200,2.838077156955654,1.6285693015254026,1.510702315014278,True
2019-10-31, $248.76,34790520, $247.24, $249.17, $237.26,59.47535535189402,59.93962892278996,57.07459217991583,59.84099960327149,139162000,2.2609394132826033,2.865036742874125,0.3656442513774749,True
2019-10-30, $243.26,31130520, $244.76, $245.3, $241.21,58.8787801432467,59.008683089420536,58.02480500243757,58.5179443359375,124522000,-0.0122930405356158,0.9838780869829692,-0.3608358073092006,False
2019-10-29, $243.29,35709870, $248.97, $249.75, $242.57,59.89150517600361,60.079139431932,58.35194110925527,58.52513885498047,142839600,-2.3127943761968917,1.7271983226767276,-1.3663663210231434,False
2019-10-28, $249.05,24143240, $247.42, $249.25, $246.72,59.51864206341161,59.95886203254911,59.350252813891615,59.91075134277344,96572800,1.0016857790871023,0.6086092186574987,0.3921092793618257,True
2019-10-25, $246.58,18369300, $243.16, $246.73, $242.88,58.49388048589636,59.35266764688448,58.42652477407812,59.31658554077149,73477200,1.2316423705964752,0.9261428728063592,0.8227050548751293,True
2019-10-24, $243.58,17916260, $244.51, $244.8, $241.805,58.81862222108492,58.888385843954616,58.169118707672105,58.59490585327149,69275200,0.1644790897732617,0.7192671362825109,-0.2237163678134308,False
2019-10-23, $243.18,19932550, $242.1, $243.24, $241.22,58.238889244421685,58.51312425689027,58.02719777142456,58.49868774414063,75828800,1.3418824419149322,0.4859264854657112,0.2597984997189471,True
2019-10-22, $239.96,22684000, $241.16, $242.2, $239.6218,58.01276606582909,58.26294389922715,57.64230598082633,57.724098205566406,82293600,-0.2286719042787655,0.6206379184008242,-0.2886678602626844,False
2019-10-21, $240.51,22367480, $237.52, $240.99, $237.32,57.13713599798401,57.971869612391714,57.089025301514894,57.85639953613281,87247200,1.7342580527364817,0.8828443108768198,0.7192635381488017,True
2019-10-18, $236.41,24377170, $234.59, $237.58, $234.29,56.43230897960908,57.15157628203032,56.36014109020242,56.87012481689453,97433600,0.4802957167403088,0.791435191827901,0.4378158372854486,True
2019-10-17, $235.28,17272900, $235.09, $236.15, $233.52,56.55257922947988,56.8075692199058,56.17490641458794,56.59828567504883,67585200,0.3882670861300896,0.6326628053178638,0.0457064455689462,True
2019-10-16, $234.37,19286690, $233.37, $235.24, $233.2,56.13882591575506,56.5886703222945,56.09793163708986,56.3793830871582,73903200,-0.4037352111054937,0.49073868520464,0.2405571714031396,True
2019-10-15, $235.32,23040480, $236.39, $237.65, $234.88,56.865323557592056,57.16842434652988,56.50208346104349,56.60792922973633,87360000,-0.2331568230406255,0.6663408854863917,-0.257394327855728,False
2019-10-14, $235.87,24413480, $234.9, $238.1342, $234.6701,56.50688216419218,57.28388452662698,56.45155503855571,56.7402229309082,96427600,-0.1439289108396635,0.8323294880712666,0.2333407667160258,True
2019-10-11, $236.21,41990210, $232.95, $237.64, $232.3075,56.03778756451031,57.16600118945812,55.88383113476842,56.82200622558594,166795600,2.659843145390139,1.2821700546897006,0.7842186610756272,True
2019-10-10, $230.09,28962980, $227.93, $230.44, $227.3,54.83018438867168,55.433985128762735,54.67863589414209,55.34978866577149,113013600,1.3478221025418735,0.7553492346206454,0.519604277099809,True
2019-10-09, $227.03,19029420, $227.03, $227.79, $225.64,54.61369323730469,54.7965153624932,54.27931892256888,54.61369323730469,74770400,1.1720112279140604,0.5171964399243194,0.0,False
2019-10-08, $224.4,29282700, $225.82, $228.06, $224.33,54.32262393488646,54.86146966676648,53.96419241668242,53.98102951049805,111820000,-1.1714948112042656,0.8972772500840591,-0.3415944243884112,False
2019-10-07, $227.06,30889270, $226.27, $229.93, $225.84,54.43087209456384,55.311308550510645,54.32743060234528,54.62091064453125,122306000,0.0220462065017024,0.9838779481653646,0.1900385499674115,True
2019-10-04, $227.01,34755550, $225.64, $227.49, $223.89,54.279309374301256,54.72434152245183,53.858334406822216,54.60887145996094,138478800,2.803164887211151,0.8660071156296141,0.3295620856596812,True
2019-10-03, $220.82,30352690, $218.43, $220.96, $215.132,52.54489975216936,53.15351275615426,51.75106404471548,53.11983489990234,114426000,0.8494501206423255,1.4024487114387796,0.5749351477329796,True
2019-10-02, $218.96,35767260, $223.06, $223.58, $217.93,53.658691430124286,53.78378220885523,52.42463175086889,52.67240905761719,138449200,-2.506760147352405,1.3591504579863385,-0.9862823725070982,False
2019-10-01, $224.59,36187160, $225.07, $228.22, $224.2,54.14219965889246,54.89995321519849,53.932912441810814,54.02672958374024,139223200,0.2768328716502122,0.9670407733876728,-0.115470075152217,False
2019-09-30, $223.97,26318580, $220.9, $224.58, $220.79,53.13906661128495,54.02431872612578,53.11260518112533,53.87757873535156,103909600,2.3535020044313626,0.9117135450004454,0.7385121240666095,True
2019-09-27, $218.82,25361290, $220.54, $220.96, $217.2814,53.05248026433511,53.15351751274349,52.26826515822796,52.63872528076172,101408000,-0.4865863506874679,0.8852523545155293,-0.4137549835733907,False
2019-09-26, $219.89,19088310, $220, $220.94, $218.83,52.92257196747614,53.14869627136216,52.641120547940574,52.89611053466797,75334000,-0.5157806671966747,0.5075757234215885,-0.0264614328081691,False
2019-09-25, $221.03,22481010, $218.55, $221.5, $217.1402,52.57377216014629,53.283415103474375,52.23458565709621,53.170352935791016,87613600,1.5389556784144889,1.0488294463781642,0.5965807756447248,True
2019-09-24, $217.68,31434370, $221.03, $222.49, $217.19,53.170354738877656,53.52156984690006,52.24661602191957,52.36448669433594,124763200,-0.4754862347380428,1.2749538249804857,-0.8058680445417181,False
2019-09-23, $218.72,19419650, $218.95, $219.84, $217.65,52.66998928927248,52.884085014203336,52.357264248092,52.61466217041016,76662000,0.4546915162414455,0.5268207661113351,-0.0553271188623156,False
2019-09-20, $217.73,57977090, $221.38, $222.56, $217.473,53.25454647661872,53.53840217003478,52.3139670785029,52.37651062011719,221652400,-1.461783304869135,1.2244350915318805,-0.8780358565015334,False
2019-09-19, $220.96,22187880, $222.01, $223.76, $220.37,53.40608162735368,53.82705656163751,53.01156812147781,53.15349960327149,88242400,-0.8125134850031634,0.8154884401597045,-0.2525820240821872,False
2019-09-18, $222.77,25643090, $221.06, $222.85, $219.44,53.17756244125368,53.60816179083854,52.787861036882994,53.58891677856445,101360000,0.9379213676500964,0.8203007539555429,0.411354337310776,True
2019-09-17, $220.7,18386470, $219.96, $220.82, $219.12,52.912955319127846,53.11983462664283,52.71088451204481,53.090965270996094,73274800,0.3638053976810829,0.4089501145980208,0.1780099518682476,True
2019-09-16, $219.9,21158140, $217.73, $220.13, $217.56,52.37650901593333,52.95384839785664,52.335614739521375,52.89851760864258,84632400,0.5257164281816662,0.6182336583352637,0.5220085927092484,True
2019-09-13, $218.75,39763300, $220, $220.79, $217.02,52.922572195870536,53.11261072641425,52.205712927533845,52.62187576293945,159053200,-1.9454167322401128,0.906897798880408,-0.3006964329310833,False
2019-09-12, $223.085,32226670, $224.8, $226.42, $222.86,54.07725558292079,54.46695704558074,53.610574059650254,53.66590118408203,128906800,-0.2236143220685993,0.8563829859304875,-0.4113543988387604,False
2019-09-11, $223.59,44289650, $218.07, $223.71, $217.73,52.45830188762013,53.81504412951995,52.37650966317453,53.78617477416992,177158400,3.17949090970826,1.4385344663454165,1.327872886549791,True
2019-09-10, $216.7,31777930, $213.86, $216.78, $211.71,51.44556444565141,52.14799104975191,50.92836791874749,52.12874603271485,127111600,1.181301665704737,1.2196231310044183,0.6831815870634443,True
2019-09-09, $214.17,27309400, $214.84, $216.44, $211.07,51.68131067884882,52.06620368728937,50.77441263010286,51.520137786865234,109237600,0.4267302940065276,1.291791057186508,-0.1611728919835826,False
2019-09-06, $213.26,19362290, $214.05, $214.42, $212.51,51.491262157017566,51.5802671339122,51.12080206554331,51.30121994018555,77449200,-0.0093683313373671,0.4594650683688925,-0.190042216832019,False
2019-09-05, $213.28,23946880, $212, $213.97, $211.51,50.99811361359005,51.47201147242179,50.88023929372371,51.30602645874024,95654800,1.955145720577378,0.5917721786980792,0.3079128451501915,True
2019-09-04, $209.19,19216820, $208.39, $209.48, $207.32,50.12970852858372,50.391914963037,49.87231426530339,50.3221549987793,76752400,1.696649032973574,0.5196006977336154,0.192446470195577,True
2019-09-03, $205.7,20059570, $206.43, $206.98, $204.22,49.658214500289326,49.79052167700322,49.12658521378133,49.482608795166016,80092000,-1.4563551177583234,0.6639364632218872,-0.1756057051233099,False
2019-08-30, $208.74,21162560, $210.16, $210.45, $207.2,50.55549223711403,50.62525219652797,49.84344144801472,50.21390151977539,84573600,-0.1291928006803444,0.7818107485132444,-0.3415907173386401,False
2019-08-29, $209.01,21007650, $208.5, $209.32, $206.655,50.156175336347125,50.35343399884403,49.71355097691558,50.27885818481445,83962000,1.693215087965716,0.6398830219284548,0.1226828484673276,True
2019-08-28, $205.53,15957630, $204.1, $205.72, $203.32,49.09770888213141,49.48741023576001,48.910074625153904,49.44170379638672,63755200,0.6710186434285115,0.5773356106061058,0.3439949142553118,True
2019-08-27, $204.16,25897340, $207.86, $208.55, $203.53,50.00221288345861,50.16819791599971,48.96059990979167,49.112152099609375,103493200,-1.12838969240453,1.2075980062080447,-0.8900607838492363,False
2019-08-26, $206.49,26066130, $205.86, $207.19, $205.0573,49.52110100092201,49.84104248936947,49.32865452365744,49.67265319824219,104174400,1.8999338190567536,0.5123879657120298,0.1515521973201785,True
2019-08-23, $202.64,46882840, $209.43, $212.051, $201,50.37988339602778,51.01014564047347,48.35198833377321,48.74650192260742,187272000,-4.622037688564673,2.658157306700261,-1.633381473420357,False
2019-08-22, $212.46,22267820, $213.19, $214.435, $210.75,51.28437413685631,51.58507054352148,50.69741416374821,51.108768463134766,89014800,-0.0846507862358625,0.8876563797732686,-0.1756056737215416,False
2019-08-21, $212.64,21564750, $212.99, $213.65, $211.6032,51.23626555737707,51.39503047697511,50.90189128621012,51.15206909179688,86141600,1.0838319412566522,0.4931391907649853,-0.0841964655801845,False
2019-08-20, $210.36,26919530, $210.88, $213.35, $210.32,50.72870175988584,51.32287831702901,50.59399031983276,50.60361099243164,107537200,0.004756950009499,0.7288879971962459,-0.1250907674541963,False
2019-08-19, $210.35,24431920, $210.62, $212.7307, $210.025,50.66615171375127,51.17372750673664,50.52422385951554,50.60120391845703,97654400,1.8644114913679344,0.6495036472211027,-0.0649477952942376,False
2019-08-16, $206.5,28813620, $204.28, $207.16, $203.84,49.141019237305535,49.83382507339097,49.03517349339124,49.67505645751953,110481600,2.3594520671990304,0.7986515799997278,0.534037220213996,True
2019-08-15, $201.74,27883360, $203.46, $205.14, $199.67,48.94377274292089,49.347907103580994,48.032058839474224,48.53001403808594,108909600,-0.4981407905898849,1.3158482641067692,-0.4137587048349544,False
2019-08-14, $202.75,36547440, $203.16, $206.44, $202.5869,48.87160143948995,49.66062875871768,48.73448207413917,48.7729721069336,146189600,-2.9764957339545317,0.9261466845785052,-0.0986293325563494,False
2019-08-13, $208.97,47539790, $201.02, $212.14, $200.83,48.35680487555332,51.03179951623649,48.226901944089214,50.26923370361328,188874000,4.234839084657471,2.804897572147276,1.9124288280599584,True
2019-08-12, $200.48,22481890, $199.62, $202.0516, $199.15,48.02002268819342,48.60457853933476,47.90696052090706,48.22690200805664,89927600,-0.2537367590005002,0.697618018427697,0.2068793198632192,True
2019-08-09, $200.99,24619750, $201.3, $202.76, $199.29,48.42415480097006,48.77536618277326,47.94063258255727,48.34958267211914,98478800,-0.8240229824078016,0.8347336002159906,-0.0745721288509173,False
2019-08-08, $203.43,27009520, $200.2, $203.53, $199.39,47.97724715546842,48.77527074843569,47.78313400034172,48.75130462646485,108038000,2.205585155686074,0.9921367480939692,0.7740574709964321,True
2019-08-07, $199.04,33364400, $195.41, $199.56, $193.82,46.82934223936549,47.82387415087288,46.44830502903327,47.699256896972656,133457600,1.0355272231118429,1.3755691218396109,0.8699146576071684,True
2019-08-06, $197,35824790, $196.31, $198.067, $194.04,47.04502381388391,47.46680417334717,46.50102500392178,47.21038055419922,143299200,1.8930111354419576,0.9657791694253888,0.1653567403153104,True
